epoch,content_loss,loss,style_loss,val_content_loss,val_loss,val_style_loss
0,312243.4375,4317.23876953125,1.1948044300079346,NA,NA,NA
1,267567.03125,4167.43310546875,1.4917631149291992,NA,NA,NA
2,268469.21875,4220.26953125,1.535577654838562,NA,NA,NA
3,226951.34375,3474.490966796875,1.2049773931503296,NA,NA,NA
