epoch,content_loss,loss,style_loss,val_content_loss,val_loss,val_style_loss
0,172646.265625,1726463360.0,6.557868003845215,NA,NA,NA
1,65351.1171875,653511936.0,7.901910305023193,NA,NA,NA
