style,label,num_images,ssim,lpips,kid
shoes,"alpha=1e5, beta=1e1 (UP+RP)",32,0.7312701940536499,0.008574506267905235,0.2657349109649658
shoes,"alpha=1e4, beta=1e2 (UP+RP)",32,0.6488972902297974,0.008641490712761879,0.28085803985595703
shoes,"alpha=1e4, beta=1e2 (no UP/RP)",32,0.4147948622703552,0.00842602364718914,0.32294702529907227
shoes,"alpha=1e-2, beta=1e3 (UP+RP)",32,0.5176283121109009,0.006941141095012426,0.29376840591430664
shoes,"alpha=1e-3, beta=1e3 (UP+RP)",32,0.19884085655212402,0.006908039562404156,0.40472912788391113
shoes,"alpha=1e-3, beta=1e4 (UP+RP)",32,0.10682851821184158,0.00686471676453948,0.5039710998535156
